"link-dtw-prod href","img-dtw-prod src","card-dtw-subtitulo","card-dtw-preco-dolar","card-dtw-codigo-lista","card-dtw-preco-real","card-dtw-preco-guarani"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-14-i5441-sx10041gry-pus-snapdragon-x-plus-pantalla-full-hd--14-16gb-de-ram-1tb-ssd-win11home-titan-gris-ingles/54666","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-14-i5441-sx10041gry-pus-snapdragon-x-plus-pantalla-full-hd--14-16gb-de-ram-1tb-ssd-win11home-titan-gris-ingles/1/54666?pfdrid_c=true","Notebook Dell Inspiron 14 I5441-SX10041GRY-PUS Snapdragon X Plus Pantalla Full HD+ 14"" / 16GB de RAM / 1TB SSD / Win11Home - Titan Gris (Inglés)","U$ 578,00","Cód.: 54666","R$ 3.231,02","G$ 4.219.400"
"https://www.visaovip.com/produto/notebook/notebook-gamer-asus-tuf-f16-fx608jhr-rv002w-intel-core-i7-14650hx-pantalla-wuxga-16-0-16gb-de-ram-512gb-ssd-win11home-geforce-rtx5050-8gb-jaeger-gris-ingles/54617","https://www.visaovip.com/imagem/notebook/notebook-gamer-asus-tuf-f16-fx608jhr-rv002w-intel-core-i7-14650hx-pantalla-wuxga-16-0-16gb-de-ram-512gb-ssd-win11home-geforce-rtx5050-8gb-jaeger-gris-ingles/1/54617?pfdrid_c=true","Notebook Gamer ASUS TUF F16 FX608JHR-RV002W Intel Core i7 14650HX Pantalla WUXGA 16.0"" / 16GB de RAM / 512GB SSD / Win11Home / GeForce RTX5050 8GB - Jaeger Gris (Inglés)","U$ 1.349,00","Cód.: 54617","R$ 7.540,91","G$ 9.847.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-rog-strix-g18-g815lp-is96-intel-core-ultra-9-275hx-pantalla-wqxga-18-0-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5070-8gb-eclipse-gris-ingles/54603","https://www.visaovip.com/imagem/notebook/notebook-gamer-rog-strix-g18-g815lp-is96-intel-core-ultra-9-275hx-pantalla-wqxga-18-0-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5070-8gb-eclipse-gris-ingles/1/54603?pfdrid_c=true","Notebook Gamer ROG Strix G18 G815LP-IS96 Intel Core Ultra 9 275HX Pantalla WQXGA 18.0"" / 32GB de RAM / 1TB SSD / Win11Home / GeForce RTX5070 8GB - Eclipse Gris (Inglés)","U$ 2.529,00","Cód.: 54603","R$ 14.137,11","G$ 18.461.700"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-15-i3530-5623blk-pus-intel-core-i5-1334u-pantalla-touch-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/54566","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-15-i3530-5623blk-pus-intel-core-i5-1334u-pantalla-touch-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/1/54566?pfdrid_c=true","Notebook Dell Inspiron 15 I3530-5623BLK-PUS Intel Core i5 1334U Pantalla Touch Full HD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Carbon Negro (Inglés)","U$ 470,00","Cód.: 54566","R$ 2.627,30","G$ 3.431.000"
"https://www.visaovip.com/produto/notebook/notebook-hp-15-fc0038nq-amd-ryzen-7-5825u-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-freedos-gris-ingles/54550","https://www.visaovip.com/imagem/notebook/notebook-hp-15-fc0038nq-amd-ryzen-7-5825u-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-freedos-gris-ingles/1/54550?pfdrid_c=true","Notebook HP 15-FC0038NQ AMD Ryzen 7 5825U Pantalla Full HD 15.6"" / 16GB de RAM / 1TB SSD / FreeDOS - Gris (Inglés)","U$ 485,00","Cód.: 54550","R$ 2.711,15","G$ 3.540.500"
"https://www.visaovip.com/produto/notebook/notebook-hp-250-g10-intel-core-i5-1334u-pantalla-hd-15-6%2527%2527-8gb-de-ram-512gb-ssd-freedos-gris-espanol/54549","https://www.visaovip.com/imagem/notebook/notebook-hp-250-g10-intel-core-i5-1334u-pantalla-hd-15-6%27%27-8gb-de-ram-512gb-ssd-freedos-gris-espanol/1/54549?pfdrid_c=true","Notebook HP 250 G10 Intel Core i5 1334U Pantalla HD 15.6'' / 8GB de RAM / 512GB SSD / FreeDOS - Gris (Español)","U$ 420,00","Cód.: 54549","R$ 2.347,80","G$ 3.066.000"
"https://www.visaovip.com/produto/notebook/notebook-gamer-asus-tuf-f16-fx608jmr-rv010w-intel-core-i7-14650hx-pantalla-wuxga-16-0-16gb-de-ram-1tb-ssd-win11home-geforce-rtx5060-8gb-jaeger-gris-ingles/54547","https://www.visaovip.com/imagem/notebook/notebook-gamer-asus-tuf-f16-fx608jmr-rv010w-intel-core-i7-14650hx-pantalla-wuxga-16-0-16gb-de-ram-1tb-ssd-win11home-geforce-rtx5060-8gb-jaeger-gris-ingles/1/54547?pfdrid_c=true","Notebook Gamer ASUS TUF F16 FX608JMR-RV010W Intel Core i7 14650HX Pantalla WUXGA 16.0"" / 16GB de RAM / 1TB SSD / Win11Home / GeForce RTX5060 8GB - Jaeger Gris (Inglés)","U$ 1.425,00","Cód.: 54547","R$ 7.965,75","G$ 10.402.500"
"https://www.visaovip.com/produto/notebook/notebook-hp-250-g10-intel-core-i7-1355u-pantalla-hd-15-6%2527%2527-16gb-de-ram-512gb-ssd-freedos-gris-espanol/54545","https://www.visaovip.com/imagem/notebook/notebook-hp-250-g10-intel-core-i7-1355u-pantalla-hd-15-6%27%27-16gb-de-ram-512gb-ssd-freedos-gris-espanol/1/54545?pfdrid_c=true","Notebook HP 250 G10 Intel Core i7 1355U Pantalla HD 15.6'' / 16GB de RAM / 512GB SSD / FreeDOS - Gris (Español)","U$ 575,00","Cód.: 54545","R$ 3.214,25","G$ 4.197.500"
"https://www.visaovip.com/produto/notebook/notebook-gamer-lenovo-loq-15irx10-intel-core-i7-13650hx-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-geforce-rtx5060-8gb-luna-gris-83je002lus-ingles/54511","https://www.visaovip.com/imagem/notebook/notebook-gamer-lenovo-loq-15irx10-intel-core-i7-13650hx-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-geforce-rtx5060-8gb-luna-gris-83je002lus-ingles/1/54511?pfdrid_c=true","Notebook Gamer Lenovo LOQ 15IRX10 Intel Core i7 13650HX Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home / GeForce RTX5060 8GB - Luna Gris (83JE002LUS) (Inglés)","U$ 1.199,00","Cód.: 54511","R$ 6.702,41","G$ 8.752.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-hp-omen-16-slim-16-an0037wm-intel-core-ultra-7-255h-pantalla-2k-16-0-16gb-de-ram-1tb-ssd-win11home-geforce-rtx5060-8gb-negro-ingles/54495","https://www.visaovip.com/imagem/notebook/notebook-gamer-hp-omen-16-slim-16-an0037wm-intel-core-ultra-7-255h-pantalla-2k-16-0-16gb-de-ram-1tb-ssd-win11home-geforce-rtx5060-8gb-negro-ingles/1/54495?pfdrid_c=true","Notebook Gamer HP OMEN 16 Slim 16-AN0037WM Intel Core Ultra 7 255H Pantalla 2K 16.0"" / 16GB de RAM / 1TB SSD / Win11Home / GeForce RTX5060 8GB - Negro (Inglés)","U$ 1.203,00","Cód.: 54495","R$ 6.724,77","G$ 8.781.900"
"https://www.visaovip.com/produto/notebook/notebook-hp-15-fc0039nq-amd-ryzen-7-5825u-pantalla-full-hd-15-6-32gb-de-ram-1tb-ssd-win11home-gris-ingles/54491","https://www.visaovip.com/imagem/notebook/notebook-hp-15-fc0039nq-amd-ryzen-7-5825u-pantalla-full-hd-15-6-32gb-de-ram-1tb-ssd-win11home-gris-ingles/1/54491?pfdrid_c=true","Notebook HP 15-FC0039NQ AMD Ryzen 7 5825U Pantalla Full HD 15.6"" / 32GB de RAM / 1TB SSD / Win11Home - Gris (Inglés)","U$ 520,00","Cód.: 54491","R$ 2.906,80","G$ 3.796.000"
"https://www.visaovip.com/produto/notebook/notebook-hp-omnibook-x-flip-ai-14-fm0013dx-intel-core-ultra-5-226v-pantalla-touch-2k-14-0-16gb-de-ram-512gb-ssd-win11home-azul-ingles/54463","https://www.visaovip.com/imagem/notebook/notebook-hp-omnibook-x-flip-ai-14-fm0013dx-intel-core-ultra-5-226v-pantalla-touch-2k-14-0-16gb-de-ram-512gb-ssd-win11home-azul-ingles/1/54463?pfdrid_c=true","Notebook HP Omnibook X Flip AI 14-FM0013DX Intel Core Ultra 5 226V Pantalla Touch 2K 14.0"" / 16GB de RAM / 512GB SSD / Win11Home - Azul (Inglés)","U$ 705,00","Cód.: 54463","R$ 3.940,95","G$ 5.146.500"
"https://www.visaovip.com/produto/notebook/notebook-hp-14-dq6014dx-intel-celeron-n150-pantalla-hd-14-0-4gb-de-ram-128gb-ufs-win11home-morado-ingles/54461","https://www.visaovip.com/imagem/notebook/notebook-hp-14-dq6014dx-intel-celeron-n150-pantalla-hd-14-0-4gb-de-ram-128gb-ufs-win11home-morado-ingles/1/54461?pfdrid_c=true","Notebook HP 14-DQ6014DX Intel Celeron N150 Pantalla HD 14.0"" / 4GB de RAM / 128GB UFS / Win11Home - Morado (Inglés)","U$ 198,00","Cód.: 54461","R$ 1.106,82","G$ 1.445.400"
"https://www.visaovip.com/produto/notebook/notebook-gamer-msi-cyborg-15-a13ve-218us-intel-core-i7-13620h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-translucent-negro/38783","https://www.visaovip.com/imagem/notebook/notebook-gamer-msi-cyborg-15-a13ve-218us-intel-core-i7-13620h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-translucent-negro/1/38783?pfdrid_c=true","Notebook Gamer MSI Cyborg 15 A13VE-218US Intel Core i7 13620H Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home / GeForce RTX4050 6GB - Translucent Negro","U$ 925,00","Cód.: 38783","R$ 5.170,75","G$ 6.752.500"
"https://www.visaovip.com/produto/notebook/notebook-acer-a515-57g-58r7-intel-core-i5-1240p-pantalla-full-hd-15-6-8gb-de-ram-512-ssd-geforce-rtx2050-4gb-steel-gris-ingles/38423","https://www.visaovip.com/imagem/notebook/notebook-acer-a515-57g-58r7-intel-core-i5-1240p-pantalla-full-hd-15-6-8gb-de-ram-512-ssd-geforce-rtx2050-4gb-steel-gris-ingles/1/38423?pfdrid_c=true","Notebook Acer A515-57G-58R7 Intel Core i5 1240P Pantalla Full HD 15.6"" / 8GB de RAM / 512 SSD / GeForce RTX2050 4GB - Steel Gris (Inglés)","U$ 618,00","Cód.: 38423","R$ 3.454,62","G$ 4.511.400"
