"no-underline href","mb-2 src","p-0","p-0 2","p-0 3","m-0","m-0 2"
"https://www.visaovip.com/prod/ssd-2-5/ssd-patriot-240gb-burst-elite-2-5-sata-3-pbe240gs25ssdr/27029/","https://cdn.visaovip.com/img/prod/ssd-patriot-240gb-burst-elite-25-sata-3-pbe240gs25ssdr/27029/593721.jpg","SSD Patriot 240GB Burst Elite 2.5"" SATA 3 - PBE240GS25SSDR","SSD 2.5""","PATRIOT","U$ 44,00","27029"
"https://www.visaovip.com/prod/ssd-2-5/ssd-kingston-240gb-2-5-sata-3-sa400s37-240g/27000/","https://cdn.visaovip.com/img/prod/ssd-kingston-240gb-25-sata-3-sa400s37240g/27000/548469.jpg","SSD Kingston 240GB 2.5"" SATA 3 - SA400S37/240G","SSD 2.5""","KINGSTON","U$ 58,00","27000"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-1tb-xpg-spectrix-s20g-nvme-rgb-aspectrixs20g-1t-c/26750/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-1tb-xpg-spectrix-s20g-nvme-rgb-aspectrixs20g-1t-c/26750/550788.jpg","SSD ADATA M.2 1TB XPG Spectrix S20G NVMe RGB - ASPECTRIXS20G-1T-C","SSD M.2 NVMe","ADATA","U$ 139,00","26750"
"https://www.visaovip.com/prod/ssd-2-5/ssd-patriot-120gb-burst-elite-2-5-sata-3-pbe120gs25ssdr/26678/","https://cdn.visaovip.com/img/prod/ssd-patriot-120gb-burst-elite-25-sata-3-pbe120gs25ssdr/26678/551299.jpg","SSD Patriot 120GB Burst Elite 2.5"" SATA 3 - PBE120GS25SSDR","SSD 2.5""","PATRIOT","U$ 28,50","26678"
"https://www.visaovip.com/prod/ssd-2-5/ssd-patriot-512gb-p210-2-5-sata-3-p210s512g25/25863/","https://cdn.visaovip.com/img/prod/ssd-patriot-512gb-p210-25-sata-3-p210s512g25/25863/570100.jpg","SSD Patriot 512GB P210 2.5"" SATA 3 - P210S512G25","SSD 2.5""","PATRIOT","U$ 73,25","25863"
"https://www.visaovip.com/prod/ssd-2-5/ssd-patriot-256gb-p210-2-5-sata-3-p210s256g25/25862/","https://cdn.visaovip.com/img/prod/ssd-patriot-256gb-p210-25-sata-3-p210s256g25/25862/577297.jpg","SSD Patriot 256GB P210 2.5"" SATA 3 - P210S256G25","SSD 2.5""","PATRIOT","U$ 44,50","25862"
"https://www.visaovip.com/prod/ssd-2-5/ssd-patriot-1tb-p210-2-5-sata-3-p210s1tb25/25861/","https://cdn.visaovip.com/img/prod/ssd-patriot-1tb-p210-25-sata-3-p210s1tb25/25861/572502.jpg","SSD Patriot 1TB P210 2.5"" SATA 3 - P210S1TB25","SSD 2.5""","PATRIOT","U$ 130,00","25861"
"https://www.visaovip.com/prod/ssd-2-5/ssd-kingston-960gb-2-5-sata-3-sa400s37-960g/25195/","https://cdn.visaovip.com/img/prod/ssd-kingston-960gb-25-sata-3-sa400s37960g/25195/548473.jpg","SSD Kingston 960GB 2.5"" SATA 3 - SA400S37/960G","SSD 2.5""","KINGSTON","U$ 132,00","25195"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-patriot-m-2-512gb-p300-nvme-p300p512gm28/24092/","https://cdn.visaovip.com/img/prod/ssd-patriot-m2-512gb-p300-nvme-p300p512gm28/24092/550796.jpg","SSD Patriot M.2 512GB P300 NVMe - P300P512GM28","SSD M.2 NVMe","PATRIOT","U$ 80,00","24092"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-patriot-m-2-256gb-p300-nvme-p300p256gm28/24091/","https://cdn.visaovip.com/img/prod/ssd-patriot-m2-256gb-p300-nvme-p300p256gm28/24091/577389.jpg","SSD Patriot M.2 256GB P300 NVMe - P300P256GM28","SSD M.2 NVMe","PATRIOT","U$ 54,00","24091"
"https://www.visaovip.com/prod/ssd-2-5/ssd-kingston-480gb-2-5-sata-3-sa400s37-480g/23434/","https://cdn.visaovip.com/img/prod/ssd-kingston-480gb-25-sata-3-sa400s37480g/23434/548477.jpg","SSD Kingston 480GB 2.5"" SATA 3 - SA400S37/480G","SSD 2.5""","KINGSTON","U$ 87,00","23434"
"https://www.visaovip.com/prod/ssd-2-5/ssd-crucial-2tb-bx500-2-5-sata-3-ct2000bx500ssd1/22563/","https://cdn.visaovip.com/img/prod/ssd-crucial-2tb-bx500-25-sata-3-ct2000bx500ssd1/22563/559611.jpg","SSD Crucial 2TB BX500 2.5"" SATA 3 - CT2000BX500SSD1","SSD 2.5""","CRUCIAL","U$ 227,00","22563"
"https://www.visaovip.com/prod/ssd-2-5/ssd-adata-480gb-su650-2-5-sata-3-asu650ss-480gt-r/21914/","https://cdn.visaovip.com/img/prod/ssd-adata-480gb-su650-25-sata-3-asu650ss-480gt-r/21914/599925.jpg","SSD ADATA 480GB SU650 2.5"" SATA 3 - ASU650SS-480GT-R","SSD 2.5""","ADATA","U$ 73,00","21914"
"https://www.visaovip.com/prod/ssd-2-5/ssd-sandisk-1tb-g27-plus-2-5-sata-3-sdssda-1t00-g27/18694/","https://cdn.visaovip.com/img/prod/ssd-sandisk-1tb-g27-plus-25-sata-3-sdssda-1t00-g27/18694/554576.jpg","SSD SanDisk 1TB G27 Plus 2.5"" SATA 3 - SDSSDA-1T00-G27","SSD 2.5""","SANDISK","U$ 153,00","18694"
"https://www.visaovip.com/prod/ssd-2-5/ssd-sandisk-240gb-g26-plus-2-5-sata-3-sdssda-240g-g26/16595/","https://cdn.visaovip.com/img/prod/ssd-sandisk-240gb-g26-plus-25-sata-3-sdssda-240g-g26/16595/618061.jpg","SSD SanDisk 240GB G26 Plus 2.5"" SATA 3 - SDSSDA-240G-G26","SSD 2.5""","SANDISK","U$ 62,90","16595"
"https://www.visaovip.com/prod/ssd-2-5/ssd-crucial-1tb-bx500-2-5-sata-3-ct1000bx500ssd1/14905/","https://cdn.visaovip.com/img/prod/ssd-crucial-1tb-bx500-25-sata-3-ct1000bx500ssd1/14905/548236.jpg","SSD Crucial 1TB BX500 2.5"" SATA 3 - CT1000BX500SSD1","SSD 2.5""","CRUCIAL","U$ 119,90","14905"
